Name,Year,Duration,Genre,Rating,Votes
English Vinglish,2012,134,"Comedy, Drama, Family",7.8,34289
Escape from Taliban,2003,133,"Adventure, Drama, Thriller",4.3,164
Evadithe Nakenti,2007,170,"Action, Crime, Drama",6.2,58
Evening Shadows,2018,102,Drama,7.1,472
Everybody Says I'm Fine!,2001,103,"Drama, Fantasy, Romance",5.9,323
Evil Eye,2020,90,"Horror, Mystery, Thriller",4.7,2958
Extraordinaari,2015,144,"Drama, Family, Fantasy",3.4,9
F.A.L.T.U,2011,120,"Comedy, Drama",4.6,2963
Faasle,1985,146,"Drama, Romance",4.5,64
Facebook Wala Pyar,2019,114,"Drama, Romance",5.3,27
Faith Connections,2013,115,"Documentary, Biography, Drama",7.3,158
Fakira,1976,139,"Action, Drama, Thriller",6.5,96
Falak (The Sky),1988,166,"Action, Crime, Drama",6,45
Falsafa,2019,135,"Action, Drama, Thriller",7.1,16
Family of Thakurganj,2019,127,"Action, Drama",8.4,427
Family: Ties of Blood,2006,150,"Action, Crime, Drama",5.6,1866
Famous Pandey,2017,104,Drama,4.9,8
Fan,2016,142,"Action, Drama, Thriller",7,43273
Fanaa,2006,168,"Action, Drama, Romance",7.2,31437
Faraar,1975,136,"Action, Crime, Drama",6.9,314
Faraar,1965,137,"Mystery, Thriller",6.1,8
Faraib,1983,131,"Action, Thriller",4.5,14
Fareb,1996,147,"Action, Crime, Drama",4.7,128
Fareb,2005,129,"Drama, Thriller",4.1,174
Farishta Ya Qatil,1977,126,"Action, Drama",5.1,14
Farz,1967,170,"Action, Crime, Thriller",6.2,100
Farz Ki Jung,1989,139,Drama,4.3,37
Fashion,1957,148,"Drama, Family",8,9
Fashion,2008,167,"Drama, Romance",6.9,11918
Fast Forward,2009,57,"Action, Drama, Musical",5.6,46
Fastey Fasaatey,2019,119,"Drama, Romance",4.6,119
Fate,1933,68,"Drama, Romance",6.2,12
Fate,1943,113,Drama,6.6,14
Fatso!,2012,98,"Comedy, Fantasy, Romance",5.7,432
Fauji Calling,2021,134,Drama,5.4,77
Faulad,1963,145,"Action, Adventure, Drama",6.2,19
Feast of Varanasi,2016,97,"Crime, Drama, Thriller",5.5,27
Ferrari Ki Sawaari,2012,140,"Comedy, Drama, Family",6.4,5138
'Ferry',1954,128,"Drama, Family",5.8,28
Fever,2016,123,"Crime, Mystery",4.7,645
Fida,2004,122,"Action, Crime, Drama",5.5,2470
Fiffty Fiffty,1981,136,"Action, Comedy, Musical",6.1,41
Fight Club: Members Only,2006,140,"Action, Crime",3.3,1403
Filhaal...,2002,151,"Drama, Romance",5.5,243
Film Hi Film,1983,133,"Comedy, Drama, Music",5.8,23
Film Star,2005,145,Drama,5.1,62
Filmistaan,2012,117,Comedy,7.3,3371
Filter Coffee Liquor Cha,2019,80,Drama,6.9,9
Finding Fanny,2014,102,"Adventure, Comedy, Drama",5.7,6225
Firaaq,2008,101,"Drama, History, Thriller",7.4,2081
Firangi,2017,158,"Comedy, Drama",4.4,1081
Fire,1996,104,"Drama, Romance",7.2,5773
Fire in the Blood,2013,87,"Documentary, History",7.7,685
Fire in the Mountains,2021,84,Drama,6.8,26
Fired,2010,87,Horror,4.4,261
Fireflies,2013,100,"Drama, Family",6.2,95
Fireflies in the Abyss,2015,88,"Documentary, Drama",7,71
First Love Letter,1991,165,Romance,4.8,47
First Rank,1990,150,"Action, Drama, Sport",5.3,1110
Fitoor,2016,131,"Drama, Romance",5.4,4526
Fiza,2000,170,"Action, Crime, Drama",6.1,3894
Flame: An Untold Love Story,2014,97,Drama,6,11
Flat 211,2017,105,"Crime, Mystery, Thriller",5.1,83
Flight,2021,116,"Action, Thriller",8.3,359
Flying Colors,2016,84,Drama,6,13
Flying Lessons,2007,106,Drama,6.3,365
Fool N Final,2007,144,"Action, Comedy, Crime",3.4,1906
Foot Path,1953,148,"Comedy, Crime, Drama",7.5,57
Footfairy,2020,115,"Crime, Thriller",5,287
Footpath,2003,164,"Action, Crime, Drama",5.3,824
Force,2011,137,"Action, Crime, Drama",6.5,7301
Force 2,2016,127,"Action, Adventure, Thriller",6.2,5048
Foto,2007,86,Comedy,6.4,23
Four Faces of India,1959,160,Drama,7.5,57
Four Pillars of Basement,2015,134,"Action, Mystery, Thriller",4.6,19
Four Two Ka One,2012,112,Comedy,4.7,52
Fox,2009,145,"Crime, Drama, Mystery",5.2,553
Fraud Saiyaan,2019,109,"Comedy, Drama",4.3,677
Freaky Ali,2016,120,"Comedy, Sport",4.9,2642
Fredrick,2016,129,"Action, Thriller",4.9,19
Friends In Law,2018,85,Comedy,6.8,48
Friendship,1980,152,"Action, Crime, Drama",6.6,927
Friendship,2008,145,"Comedy, Drama, Romance",6.5,14142
Frozen,2007,109,Drama,7.1,191
Fruit & Nut,2009,90,"Comedy, Crime, Drama",2.8,71
FryDay,2018,114,"Comedy, Drama",5.2,783
Fuddu,2016,100,"Comedy, Drama",5.4,155
Fugly,2014,134,"Drama, Thriller",4.7,1008
Fukrey,2013,139,"Comedy, Drama, Romance",6.9,10762
Fukrey Boyzzz: Space Mein Fukrapanti,2020,74,"Animation, Comedy, Family",8.3,6
Fukrey Returns,2017,141,Comedy,6.5,4890
Full Moon,1960,169,"Drama, Musical, Romance",7.2,476
Fun: Can Be Dangerous Sometimes,2005,138,Thriller,3.1,72
Future to Bright Hai Ji,2012,180,Drama,6.2,97
G Kutta Se,2017,104,Drama,8.3,47
Gaai Aur Gori,1973,148,"Drama, Family",6,17
Gaban,1966,169,"Crime, Drama, Romance",5.8,50
Gabbar is Back,2015,128,"Action, Comedy, Crime",7.1,23209
Gabbar Singh,2007,111,Action,4.8,9
Gadar: Ek Prem Katha,2001,170,"Action, Drama, Romance",7.2,10264
Gaddaar,1995,152,"Action, Drama, Romance",4.6,96
Gafla,2006,127,Drama,7.2,454
Gair,1999,148,"Action, Drama",3.7,195
Gair Kaanooni,1989,152,"Action, Comedy, Drama",5.3,90
Gaja Gamini,2000,122,"Drama, Fantasy",5,726
Gajendra,2004,145,Action,3.5,77
Gali Gali Chor Hai,2012,109,"Comedy, Drama, Family",5.1,596
"Gallit Gondhal, Dillit Mujra",2009,120,Comedy,7.3,106
Gaman,1978,119,Drama,7.1,181
Gambeeram,2004,165,"Action, Comedy, Crime",4.5,62
Gambler,1971,154,"Crime, Romance, Thriller",6.5,149
Gambler,1995,169,"Action, Comedy, Crime",5,356
Game,1993,131,"Action, Crime, Drama",5.1,53
Game,2011,135,"Action, Crime, Drama",5.2,2175
Game,2007,146,"Action, Crime, Drama",5.3,25
Game of Ayodhya,2017,148,"Documentary, Drama",6.5,8
Game Over,2017,140,Thriller,7.1,89
Game Paisa Ladki,2018,107,Drama,5.8,8
Gandhi,1982,191,"Biography, Drama, History",8,220118
Gandhi to Hitler,2011,108,"Drama, History, War",2.5,207
"Gandhi, My Father",2007,136,"Biography, Drama, History",7.3,1594
Gandhigiri,2016,128,Drama,4.6,56
Gandhiji My Mentor,2016,97,"Drama, History",7.6,29
Gandhinagar 2nd Street,1986,137,"Comedy, Family, Romance",7.6,741
Gang,2000,152,"Action, Crime, Drama",6.1,225
Gang of Ghosts,2014,128,"Comedy, Horror",3.6,376
Gang of Littles,2016,112,Drama,5.2,6
Ganga,2006,102,"Action, Drama, Music",4.7,65
Ganga Aur Suraj,1980,157,Drama,6.4,17
Ganga Ki Saugand,1978,142,"Action, Drama",5.4,146
Ganga Meri Maa,1983,145,Drama,5.7,7
Gangaa Jamunaa Saraswathi,1988,187,"Action, Drama, Romance",4.6,581
Gangaajal,2003,157,"Action, Crime, Drama",7.8,16172
Gangoobai,2013,110,"Drama, Family",7.3,296
Gangs of Wasseypur,2012,321,"Action, Comedy, Crime",8.2,86355
Gangster,2006,123,"Action, Crime, Drama",7.1,5645
Gangvaa,1984,126,"Action, Drama",5.3,26
Gaon,2018,124,Drama,5.3,106
Gaon Hamara Shaher Tumhara,1972,127,"Drama, Family, Romance",6.8,30
Garam,2005,102,Drama,4.5,30
Garam Coat,1955,129,Drama,7.3,15
Garam Masala,1972,129,"Comedy, Musical, Action",5.8,68
Garam Masala,2005,146,Comedy,6.7,14431
Garbage,2018,105,"Drama, Thriller",3.4,950
Gardish,1993,153,"Action, Crime, Drama",7.4,807
Garm Hava,1974,146,Drama,8.1,689
Gattu,2011,90,Drama,7.3,398
Gauraiya,2014,125,Crime,7,64
Gauri,1968,152,"Drama, Family",6.5,40
Gauri: The Unborn,2007,98,"Drama, Horror, Thriller",3.5,109
Gauru: Journey of Courage,2016,124,Family,8.8,85
Gautam Govinda,1979,131,"Action, Crime, Drama",6,58
Gautam Govinda,2002,119,Action,2.7,11
Gawaahi,1989,111,Mystery,5.6,36
Gayab,2004,138,"Drama, Fantasy, Thriller",4.2,781
Geet,1992,151,Drama,5.9,56
Geet Gaata Chal,1975,130,"Comedy, Drama, Family",6.9,108
Geetanjali,1993,150,Drama,6,45
Gehrayee,1980,135,"Drama, Horror",6.8,148
Gehri Chaal,1973,147,"Action, Crime, Thriller",5.4,127
Gemini,2002,150,"Action, Comedy, Crime",6.1,910
Genesis,1986,105,Drama,6.7,113
Genius,2018,165,"Action, Thriller",5.3,1823
Gentleman,1989,139,"Comedy, Crime, Musical",4.9,42
Geraftaar,1985,167,"Action, Drama",6.1,435
Ghajini,2008,186,"Action, Drama, Mystery",7.3,57604
Ghanchakkar,2013,137,"Comedy, Crime, Thriller",5.8,4797
Ghar,1978,121,"Drama, Romance",7,192
Ghar Basake Dekho,1963,139,"Comedy, Drama",5.8,16
Ghar Bazar,1998,130,"Action, Crime, Drama",4.4,10
Ghar Dwaar,1985,153,Drama,7.1,42
Ghar Ek Mandir,1984,156,Drama,5.5,75
Ghar Ghar Ki Kahani,1988,155,"Comedy, Drama",4.9,207
Ghar Ghar Ki Kahani,1970,120,"Drama, Family",7.6,67
Ghar Grihasti,2004,142,"Drama, Family",4,130
Ghar Ho To Aisa,1990,155,Drama,6,360
Ghar Jamai,1992,148,"Comedy, Family",5.8,25
Ghar Ka Chiraag,1989,158,Drama,5.9,65
Ghar Ka Chirag,1967,157,Drama,6.6,13
Ghar Ka Sukh,1987,94,"Drama, Family",6.6,11
Ghar Ki Izzat,1948,136,"Drama, Family",5.7,24
Ghar Mein Ram Gali Mein Shyam,1988,136,"Drama, Family, Action",4.7,43
Gharana,1961,154,"Comedy, Drama, Family",7.1,53
Gharaonda,1977,141,"Drama, Romance",6.9,196
Gharwali Baharwali,1998,138,Comedy,4.6,640
Ghashiram Kotwal,1976,108,"Biography, History",6.7,71
Ghatak: Lethal,1996,158,"Action, Drama",7.4,3326
Ghatothkach,2008,91,"Animation, Family",6.9,55
Ghayal,1990,163,"Action, Crime, Drama",7.6,4114
Ghayal Once Again,2016,127,"Action, Crime, Drama",6.3,4960
Ghazab,1982,162,"Action, Comedy, Drama",6.8,137
Ghazab Tamasha,1992,144,"Comedy, Romance",5.4,27
Gho Gho Rani,2019,105,"History, Romance",9.4,47
Ghoomketu,2020,108,Comedy,5.5,2708
Ghoonghat,1997,120,"Action, Comedy, Drama",5.4,27
Ghost,2012,118,Horror,2.3,225
Ghost,2019,130,"Horror, Thriller",5,1288
Ghost Stories,2020,144,"Horror, Thriller",4.3,4620
Ghulam,1998,162,"Action, Crime, Drama",7.3,10997
Ghulam Begam Badshah,1973,123,"Drama, Family",6.2,8
Ghulam Begum Badshah,1956,124,"Drama, History",6.6,5
Ghulam-E-Musthafa,1997,162,"Action, Crime, Drama",6.6,1120
Ghulami,1985,199,"Action, Drama",7.2,474
Ghungroo Ki Awaaz,1981,138,"Mystery, Thriller",6.3,34
Ghutan,2007,126,Horror,4.9,51
Giddh: The Vulture,1984,103,Drama,6.8,64
Ginny Weds Sunny,2020,125,"Comedy, Drama, Romance",5.7,3872
Gippi,2013,95,"Comedy, Drama",5.6,790
Girlfriend,2004,126,Drama,3.2,344
Glamour Girl,2000,123,Crime,2.1,23
Global Baba,2016,120,Thriller,5.6,184
Go,2007,110,"Crime, Drama, Romance",2.7,144
Go Goa Gone,2013,111,"Action, Adventure, Comedy",6.7,11942
Goa Dalli CID 999,1968,145,"Crime, Thriller",8.1,76
God of gods,2019,90,Documentary,9.3,46
God Tussi Great Ho,2008,152,"Comedy, Drama, Fantasy",3.6,3998
Godaan,1963,110,Drama,7,58
Godam,1983,140,Drama,7.1,37
Godmother,1999,150,"Crime, Drama, Thriller",6.7,202
GOLD,2018,151,"Drama, History, Sport",7.3,11932
Golden Eyes Secret Agent 077,1968,136,"Action, Crime, Mystery",6.3,12
Golimar,2010,160,"Action, Crime, Thriller",5.9,506
Golmaal 3,2010,155,"Action, Comedy",5.5,7644
Golmaal Again,2017,140,"Action, Comedy, Fantasy",5,8423
Golmaal Returns,2008,135,"Comedy, Crime, Mystery",5.1,7236
Golmaal: Fun Unlimited,2006,150,"Action, Comedy, Drama",7.4,15556
Gone Kesh,2019,110,"Comedy, Drama",7,1222
"Good Boy, Bad Boy",2007,115,"Comedy, Musical",3.8,1710
Good Newwz,2019,134,Comedy,6.9,15644
Gooli,2008,138,"Action, Drama, Romance",6.4,80
Goonj,1989,142,"Action, Drama, Musical",5.8,44
Goonj Uthi Shehnai,1959,174,"Musical, Romance",7.6,32
Goopi Gawaiya Bagha Bajaiya,2013,79,"Animation, Comedy, Drama",7,118
Gopal Krishna,1979,132,Fantasy,6.9,33
Gopi,1970,143,"Action, Comedy, Drama",7,195
Gopi Kishan,1994,161,"Action, Comedy, Drama",5.5,814
Gopichand Jasoos,1982,150,"Comedy, Thriller",5.9,124
Gopinath,1948,155,Drama,7.4,38
Gora Aur Kala,1972,128,"Action, Comedy, Drama",5,102
Gori Tere Pyaar Mein!,2013,150,"Comedy, Drama, Romance",4.9,3609
Gour Hari Dastaan: The Freedom File,2015,114,"Biography, Drama",7.4,533
Govindha Govindha,1993,145,"Action, Crime, Drama",6.7,326
GRADE,2017,64,Drama,6.1,27
Grahan,2001,110,"Crime, Drama",5.1,85
Grahasti,1963,154,"Drama, Family",6.8,35
Grand Masti,2013,137,"Comedy, Drama, Thriller",4.4,5921
Great Grand Masti,2016,134,"Comedy, Drama, Fantasy",3.6,2393
Greater Elephant,2012,90,Comedy,5.7,47
Griha Pravesh,1979,134,"Drama, Romance",6.9,102
Guddi,1971,121,"Drama, Comedy, Family",7.2,1028
Guddu,1995,160,"Drama, Romance",4.2,2248
Guddu Ki Gun,2015,130,Comedy,4.7,672
Guddu Rangeela,2015,124,"Comedy, Drama",5.3,864
Gudgudee,1997,138,"Musical, Romance",4.2,336
Gudia,1997,139,Drama,6.7,49
Guest iin London,2017,132,Comedy,5.4,1770
Guide,1965,120,"Drama, Musical, Romance",8.4,7629
Guilty,2020,119,"Drama, Thriller",5.4,3919
Gul Makai,2020,132,"Biography, Drama, War",2.4,213
Gulaab Gang,2014,139,"Action, Drama",6.1,2078
Gulaal,2009,140,"Crime, Drama, Thriller",8.1,14239
Gulabi Gang,2012,96,Documentary,7.5,209
Gulabo Sitabo,2020,124,"Comedy, Drama",6.3,11364
Gully Boy,2019,154,"Drama, Music, Romance",8,33901
Gumnaam,1965,151,"Drama, Mystery, Thriller",7,1456
Gumnaam: The Mystery,2008,107,"Action, Crime",3.7,94
Gumnaami,2019,142,"Action, Drama, History",7.8,1695
Gumrah,1963,155,"Drama, Romance",6.9,147
Gumrah,1993,149,"Action, Crime, Drama",6.2,700
Gunaah,1993,117,"Action, Thriller",4.7,83
Gunaah,2002,135,"Crime, Drama, Thriller",3.3,356
Gunah Aur Kanoon,1970,110,Crime,5.6,7
Gunahon Ka Devta,1967,154,Drama,5.8,20
Gunahon Ka Devta,1990,149,Action,5.1,16
Gunahon Ka Faisla,1988,169,Action,4.9,14
Gunda,1969,136,"Action, Crime, Drama",6.7,32
Gunda,1998,129,"Action, Comedy, Crime",7.3,9990
Gundaraj,1995,140,Action,4.2,345
Gunday,2014,152,"Action, Drama, Musical",2.4,58144
Gunehgar,1995,125,Drama,4.1,40
Gunga Jumna,1961,178,"Action, Drama, Musical",7.6,523
Gunjan Saxena: The Kargil Girl,2020,112,"Action, Biography, Drama",5.3,25005
Guns of Banaras,2020,134,Action,6.8,41
Gunwali Dulhaniya,2019,114,"Comedy, Romance",3.5,20
Gupt: The Hidden Truth,1997,173,"Action, Crime, Mystery",7.3,4687
Gurgaon,2016,107,"Crime, Thriller",6.5,1883
Guru,1989,174,Crime,5.5,113
Guru,1980,159,"Action, Crime, Drama",6.7,481
Guru,2003,162,Action,5.6,75
Guru,2007,166,Drama,7.7,22476
Guru Sishyan,1988,139,"Action, Comedy",7.1,382
Guru Sishyan,2010,150,Romance,2.7,18
Guru Suleman Chela Pahelwan,1981,134,"Action, Comedy",6,7
Gurudev,1993,147,"Action, Drama, Romance",4.9,150
Gustakhi Maaf,1969,136,Comedy,6.6,9
Guy in the blue,2015,86,"Mystery, Romance, Thriller",6.7,7
Guzaarish,2010,126,"Drama, Romance",7.5,17631
Gyara Hazar Ladkian,1962,152,Drama,5.8,5
Haal-e-Dil,2008,124,"Drama, Romance",3.4,240
Haan Maine Bhi Pyaar Kiya,2002,174,"Drama, Musical, Romance",3.7,1277
Haasil,2003,160,"Crime, Drama, Romance",7.6,2808
Haat - The Weekly Bazaar,2011,102,Drama,5.7,14
Haath Ki Safai,1974,137,"Action, Drama",6.3,104
Haathi Ka Anda,2002,75,Adventure,6.2,11
Haathi Mere Saathi,1971,170,"Drama, Family, Musical",6.9,1148
Haathkadi,1982,156,"Family, Drama, Thriller",5.4,28
Haathkadi,1995,156,"Action, Comedy, Drama",4.2,131
Haathon Ki Lakeeren,1986,139,"Musical, Drama, Family",7.3,42
Haatim Tai,1990,125,"Drama, Fantasy, Romance",5.8,314
Hacked,2020,118,Thriller,4.3,1208
Hadh Kar Di Aapne,2000,134,"Comedy, Romance",5.3,1754
Hafta Vasuli,1998,140,Action,4.9,25
Haggada Kone: End of the Rope,2014,102,Drama,8.4,52
Hai Apna Dil Toh Awara,2016,120,Comedy,6.1,18
Hai Golmaal in White House,2015,125,Comedy,2.5,8
Haider,2014,160,"Action, Crime, Drama",8.1,51354
Hair is Falling: A Serious Comedy Film,2011,120,"Comedy, Drama",5.3,31
Haisiyat,1984,185,"Action, Drama, Romance",4.9,26
Haiwan,1977,107,"Musical, Mystery, Thriller",6.1,10
Halahal,2020,97,"Crime, Drama, Mystery",7.1,1441
Halaku,1956,122,"Adventure, Drama, Musical",6.8,36
Half Girlfriend,2017,135,"Drama, Romance",4.4,6621
Half Songs,2021,79,"Music, Romance",9.7,7
Half Ticket,1962,168,"Musical, Comedy, Romance",7.4,484
Halkaa,2018,114,"Drama, Family",7.2,378
Halla Bol,2008,142,"Crime, Drama",6.1,2211
Halo,1996,92,"Drama, Family",7.9,449
Ham Sab Chor Hain,1956,117,Comedy,6.4,28
Hamaara Sansaar,1978,128,Drama,6.7,10
Hamara Dil Aapke Paas Hai,2000,165,"Action, Drama, Romance",5.6,1799
"Hamara Shahar - Bombay, Our City",1985,82,Documentary,7.8,43
Hamara Tiranga,2018,118,"Adventure, Drama, History",7.5,8
Hamari Adhuri Kahani,2015,129,"Drama, Romance",6.7,5546
Hameshaa,1997,141,"Action, Drama, Romance",5.3,629
Hamid,2018,108,Drama,7.8,1055
Hamraaz,1967,170,"Musical, Mystery, Thriller",7.1,390
Hamrahi,1963,149,"Drama, Family",6.4,29
Hamrahi,1944,121,"Drama, Romance",6.7,10
Hanan,2004,127,"Musical, Action, Drama",6,44
Hanky Panky,1979,144,"Comedy, Romance",8.5,18376
Hansa,2012,88,Drama,7.7,36
Hansa: Ek Sanyog,2019,135,Drama,7.6,13
Hanste Khelte,1984,108,Crime,5.7,23
Hanuman,2005,89,Animation,7.6,796
Hanuman Da Damdaar,2017,105,"Animation, Family",5.4,131
Hanuman Vijay,1974,120,Fantasy,7.4,11
Happi,2019,135,"Comedy, Drama",7.4,69
Happy Bhaag Jayegi,2016,126,"Comedy, Romance",6.5,5046
Happy Ending,2014,135,"Comedy, Romance",5.4,3453
Happy Hardy and Heer,2020,123,"Comedy, Romance",5.9,580
Happy Husbands,2011,134,"Comedy, Drama",3.2,22
Happy New Year,2014,180,"Action, Comedy, Crime",5,34890
Happy Phirr Bhag Jayegi,2018,136,Comedy,4.5,1251
Haqeeqat,1964,184,"Action, Musical, War",7.8,458
Haqeeqat,1985,148,"Crime, Drama",4.6,22
Haqeeqat,1995,166,"Action, Drama, Romance",4.6,321
Haque,1991,121,Drama,4.4,25
Har Dil Jo Pyar Karega...,2000,173,"Comedy, Drama, Musical",5.2,4199
Har Har Gange,1979,135,"Adventure, Drama, Fantasy",6.6,8
Har Har Mahadev,1950,137,Fantasy,6.4,8
Har Kisse Ke Hisse: Kaamyaab,2018,109,Drama,7.9,3781
Haraamkhor,2015,90,"Drama, Romance",6.4,3764
Harami,2020,100,"Crime, Drama, Romance",7.7,957
Hare Kanch Ki Chooriyan,1967,165,"Drama, Family, Romance",6.5,17
Har� Rama Har� Krishna,1971,149,"Drama, Musical",7.2,770
Harfan Maulaa,1976,138,"Action, Crime, Drama",5.5,10
Hari Darshan,1982,160,Fantasy,7.5,45
Hari Om,2004,108,"Romance, Comedy",6.2,111
Hari Puttar: A Comedy of Terrors,2008,90,"Comedy, Drama, Family",1.9,314
Hari-Bhari,2000,134,"Drama, Family",5.7,103
Hariyali Aur Rasta,1962,160,"Musical, Drama, Romance",6.9,68
Hasee Toh Phasee,2014,141,"Comedy, Romance",6.8,13936
Haseena,2018,135,Comedy,4.4,92
Haseena Maan Jaayegi,1999,147,"Action, Comedy, Romance",6.2,3040
Haseena Maan Jayegi,1968,165,"Action, Drama, Musical",6.7,108
Haseenon Ka Devata,1971,131,"Action, Crime, Drama",5.4,10
Hasti,1993,149,Action,4.7,35
Hate Story,2012,140,"Drama, Thriller",5.3,3493
Hate Story 2,2014,130,"Drama, Thriller",4.4,2087
Hate Story 3,2015,126,"Drama, Thriller",4.5,3047
Hate Story IV,2018,131,"Crime, Drama, Thriller",3.3,1470
Hatey Bazarey,1967,133,Drama,7.9,50
Hathyar,1989,140,"Action, Crime",6,269
Hathyar: Face to Face with Reality,2002,140,"Action, Crime, Drama",5.6,625
Hattrick,2007,110,"Comedy, Drama, Romance",4.2,460
Hatya,1988,151,"Action, Crime, Drama",6.9,390
Hatya: The Murder,2004,131,"Action, Crime, Drama",4.1,492
Hatyara,1998,136,Action,5.6,31
Hatyarin,1991,129,Horror,4.1,17
Haunted - 3D,2011,143,"Action, Fantasy, Horror",6.3,2165
Haunted Hills,2020,102,Horror,6.7,31
Hava Aney Dey,2004,93,Drama,6.2,101
Hawa,2003,129,"Drama, Horror, Thriller",3.3,290
Hawaa Hawaai,2014,120,"Drama, Family, Sport",7.4,1686
Hawaizaada,2015,148,"Biography, Drama",5.5,1753
Hawas,2004,123,"Drama, Romance, Thriller",2.7,202
Hawayein,2003,176,"Drama, Romance",6.2,180
Haye Mera Dil,1968,170,Drama,6.5,11
Hazaar Chaurasi Ki Maa,1998,186,Drama,7.1,274
Hazaaron Khwaishein Aisi,2003,120,Drama,7.9,4744
Heartless,2014,131,"Drama, Family, Romance",5.1,458
Heer Raanjha,1970,142,"Musical, Romance, Drama",7,192
Heer Ranjha,1992,159,"Drama, Romance",5.1,147
Heera Lal Panna Lal,1999,127,"Drama, Action, Comedy",4,60
Heeron Ka Chor,1982,133,Action,3.4,9
Helicopter Eela,2018,135,Drama,5.6,1042
Hello,2008,129,"Drama, Romance",3.3,1981
Hello Brother,1999,139,"Action, Comedy, Fantasy",4.7,3998
Hello Charlie,2021,102,Comedy,5.6,3167
Hello Darling,2010,104,"Comedy, Drama",2.7,115
Hello Hum Lallann Bol Rahe Hain,2010,130,"Comedy, Drama",6.3,132
Hello Mumbai: Salaam Mumbai,2016,107,"Comedy, Drama, Romance",3.8,1045
Hello Zindagi,2010,125,"Drama, Family",6,13
Help,2010,109,"Horror, Thriller",4.3,358
Henna,1991,184,"Drama, Romance, Musical",6.4,667
Hera Pheri,1976,164,"Action, Comedy, Crime",6.8,998
Hera Pheri,2000,156,"Action, Comedy, Crime",8.2,59545
Hercules,1964,142,Adventure,5.3,33
Hero,1983,173,"Action, Drama, Romance",6.7,810
Hero,2015,145,"Action, Drama, Musical",3.5,2398
Hero Hindustani,1998,152,"Action, Comedy, Drama",4.8,308
Hero Hiralal,1988,146,"Action, Comedy, Drama",6.2,263
Hero No. 1,1997,134,"Comedy, Drama, Musical",6.2,2737
Heroes,2008,139,"Action, Adventure, Comedy",5.5,2059
Heroine,2012,149,Drama,5.1,4132
Heropanti,2014,146,"Action, Romance",5.3,8372
Hey Bro,2015,113,"Action, Comedy, Drama",2.9,169
Hey Ram,2000,186,"Crime, Drama, History",7.9,11870
Hey Ram Hamne Gandhi Ko maar Diya,2018,106,Drama,6.3,166
Heyy Babyy,2007,144,"Comedy, Drama",6,13705
Hichki,2018,116,"Comedy, Drama",7.5,11094
Hide & Seek,2010,105,"Drama, Horror, Thriller",4.2,220
Hifazat,1987,136,"Drama, Family",5.4,140
High Jack,2018,102,Comedy,5.4,303
Highway,2014,133,"Crime, Drama, Romance",7.6,27168
Hijack,2008,117,"Action, Thriller",3.7,312
Himalay Ki Godmein,1965,120,"Adventure, Drama, Family",6.8,92
Himmat,1970,152,"Action, Drama, Thriller",6.4,31
Himmat,1996,138,"Action, Drama, Thriller",4.5,196
Himmat Aur Mehanat,1987,137,"Action, Comedy, Drama",5,43
Himmatvar,1996,149,"Action, Drama",5.1,18
Himmatwala,1983,179,"Action, Comedy, Drama",4.5,275
Himmatwala,1998,120,Action,4.3,26
Himmatwala,2013,150,"Action, Comedy, Drama",1.7,8186
Hind Ka Napak Ko Jawab,2017,130,"Action, Thriller",6.6,3993
Hindi Medium,2017,132,"Comedy, Drama",7.9,24676
Hindustan Ki Kasam,1973,152,"Action, Drama, War",6.2,120
Hindustani Sipahi,2002,128,Action,5.3,7
Hira Aur Patthar,1977,125,Family,5.9,14
Hiraasat,1987,180,"Action, Crime, Drama",5.4,33
Hisss,2010,98,"Comedy, Drama, Horror",2.9,1661
Hitler,1988,138,"Action, Crime, Drama",5.4,53
Ho Sakta Hai!,2004,101,"Crime, Horror, Thriller",6.1,45
Hogaya Dimaagh Ka Dahi,2015,124,"Comedy, Drama",3.8,45
Hogi Pyaar Ki Jeet,1999,180,"Action, Comedy, Drama",4.3,513
Holi,1985,120,"Comedy, Drama",7.4,557
Holi Ayee Re,1970,144,"Drama, Family",5.9,9
Holiday: A Soldier is Never Off Duty,2014,160,"Action, Thriller",7.2,26163
Hollywood,2003,130,"Comedy, Sci-Fi",7,196
Home Delivery: Aapko... Ghar Tak,2005,151,"Comedy, Romance",3.1,600
Home Stories,2020,47,Comedy,6.6,18
Honeymoon,1973,128,"Comedy, Drama, Family",6.5,33
Honeymoon,1992,160,"Comedy, Drama",5.6,51
